"股票代號","股票名稱","年度","中文簡稱","英文簡稱","公司名稱","英文名稱","地址","電話","傳真機號碼","註冊地國名","訴訟代理人","訴訟代理人電話","訴訟代理人地址","實收資本額(百萬)","成立日期","上市日期","上櫃日期","興櫃日期","公發日期","存續年度","董事長","總經理","發言人","發言人職稱","上市上櫃","網址","電子信箱","股票過戶機構","股務代理電話","產業代號","產業名稱","英文產業名稱","產業指數代號","產業指數名稱","指數彙編分類代號","指數彙編分類","經營項目","國際證券編碼","統一編號","交易所公告股本(千)","交易所普通股股本(千)","交易所特別股股本(千)","交易所普通股股數(千)","交易所特別股股數(千)","普通股每股面額(元)","每股幣別","公告採用匯率","簽證會計師事務所","前年度內銷比重(%)","前年度外銷比重(%)","員工人數(人)"
"1312","國喬","2020","國喬","GPPC","國喬石油化學股份有限公司","GR PACIFIC PETROCHEMICAL CORPORATION","臺北市南京東路四段1號10樓","(02)8770-4567","(02)2545-8755","","","","","9266","19730925","19881221","","","","32","楊品正","曾嘉雄","陳景福","財務部協理","1","http://www.gppc.com.tw","gppc@gppc.com.tw","凱基證券(股)公司代理部","(02)2389-2999","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","石油化工原料製造業、合成樹脂及塑膠製造業、國際貿易業(除許可業務外得經營法令非禁止或限制之業務)","TW0001312007","04212250","9266203.28","9066203.28","200000","906620.328","20000","10","NTD","","國富浩華聯合會計師事務所","68.06","31.94","1112"
"1313","聯成","2020","聯成","UPC","聯成化學科技股份有限公司","UPC TECHNOLOGY CORPORATION","台北市南港區南港路一段209號A棟9樓","(02)26517889","(02)26515818","","","","","13323","19760814","19890327","","","19820428","31","苗豐強","柯衣紹","陳逸蓁","經理","1","http://www.upc.com.tw","ir@upc.com.tw","中國信託商業銀行代理部","(02)6636-5566","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","有機酸及其衍生物、塑膠增韌劑、樹脂及塑膠原料","TW0001313005","04748660","13323476.07","13323476.07","","1332347.607","","10","NTD","","勤業眾信聯合會計師事務所","4.2","95.8","1909"
"1314","中石化","2020","中石化","CPDC","中國石油化學工業開發(股)公司","CHINA PETROCHEMICAL DEVELOPMENT CORPORATION","高雄市大社區經建路1號","07-3513521","07-3513642","","","","","32849","19690708","19910712","","","19821111","29","陳瑞隆","余建松","陳穎俊","副總經理","1","http://www.cpdc.com.tw","list1314@ms.tse.com.tw","本公司股務室","02-89782589","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","石油化學產品CPLAN之製造及銷售","TW0001314003","03084741","32848501.3","32848501.3","","3284850.13","","10","NTD","","安侯建業會計師事務所","70.7","29.3","1345"
"1315","達新","2020","達新","TAH HSIN","達新工業股份有限公司","TAH HSIN INDUSTRIAL CORPORATION","台中市西屯區工業區35路51號","04-23595511","04-23595557","","","","","1386","19661024","19920509","","","","28","吳子聰","黃俊嘉","賴耿民","財會主管","1","http://www.tahhsin.com.tw","thst@mail.tahhsin.com.tw","中國信託商業銀行代理部","02-66365566","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","塑膠雨衣、什加工、PP瓦楞板、成衣等製品、傢俱、文具、護貝、皮件等製品、醫療器材製造、批發、零售","TW0001315000","51059101","1386000","1386000","","138600","","10","NTD","","國富浩華聯合會計師事務所","20.54","79.46","371"
"1316","上曜","2020","上曜","SUN  YAD","上曜建設開發股份有限公司","SUN YAD CONSTRUCTION CO.LTD","台南市安平區永華路二段248號20樓之6","(06)2988318","(06)2988311","","","","","1847","19791211","19921015","","","","28","張祐銘","張祐銘","郭育政","財務部協理","1","http://www.sunyad.com.tw","fina@sunyad.com.tw","元大證券股份有限公司","(02)2586-5859","14","建材營建","Building Material and Construction","TWB25","營建類","C25010","傳產-營建","住宅及大樓開發租售業務、合成皮有關材料之買賣及進出口貿易業務、保護玻璃有關材料之買賣及進出口貿易業務、","TW0001316008","73654033","1846776.26","1846776.26","","184677.626","","10","NTD","","安侯建業聯合會計師事務所","87.26","12.74","145"
"1319","東陽","2020","東陽","OTN","東陽實業廠股份有限公司","TONG YANG INDUSTRY CO.LTD","台南市安和路二段98號","06-3560511","06-3566055","","","","","5915","19671030","19941212","","","","26","吳永豐","吳永祥","許芳華","處長","1","http://www.tyg.com.tw","15469@tyg.com.tw","中國信託商業銀行代理部","02-66365566","12","汽車工業","Automobile","TWB22","汽車類","C22020","傳產-汽車零組件","汽機車零件製造買賣、各項模具製造買賣","TW0001319002","68326665","5914770.68","5914770.68","","591477.068","","10","NTD","","安永聯合會計師事務所","22.75","77.25","5024"
"1321","大洋","2020","大洋","OPC","大洋塑膠工業股份有限公司","Ocean Plastics Co. Ltd","台北市莒光路310號5 6樓","(02)23062131","(02)23027464","","","","","2272","19650607","19990126","","","","21","陳欽明","陳欽明","王逸鶴","經理","1","http://www.opc.com.tw","andy@opc.com.tw","凱基證券(股)公司股務代理部","(02)23148800","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","塑膠原料之製造及銷售、塑膠製品之製造及銷售、塑膠工業附帶原料之製造及銷售","TW0001321008","15024509","2272282.68","2272282.68","","227228.268","","10","NTD","","安侯建業聯合會計師事務所","41.25","58.75","469"
"1323","永裕","2020","永裕","YONYU","永裕塑膠工業股份有限公司","YONYU PLASTICS CO. LTD","台南市仁德區勝利路88號","06-2793711","06-7026577","","","","","913","19730402","20000911","19960717","","19930910","24","王威程","王威程","郭錦添","副總經理","1","http://www.yonyu.com.tw","kct3232@yonyu.com.tw","凱基證券股份有限公司","02-23892999","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","製瓶廠製品40.6%、射出廠製品21.48%、束帶廠製品18.35%、軟管廠製品13.65%、其他5.92%(各種塑膠製品製造批發、各種塑膠模具及機械零件之加工製造及買賣、塑膠原料染色之加工業務)","TW0001323004","68192103","912745.54","912745.54","","91274.554","","10","NTD","","資誠聯合會計師事務所","50.45","49.55","1460"
"1324","地球","2020","地球","GLOBE TAPE","地球綜合工業股份有限公司","GLOBE INDUSTRIES CORPORATION","台北市中山區南京東路3段61號7樓","(02)2506-6666","(02)2507-0226","","","","","751","19641208","20000911","19971226","","19901024","22","張德照","黃林慶","張雅琪","財務部部長","1","http://www.globetape.com.tw","info@globetape.com.tw","永豐金證券股份有限公司","02-23816288","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","各種黏膠帶電報紙防水紙防蝕漆防蝕膠帶等之製造加工買賣業務、機械設計之製造加工按裝修護買賣及電子產品之製造加工買賣業務、禮品雜貨等之買賣業務","TW0001324002","07147916","751218.82","751218.82","","75121.882","","10","NTD","","安永聯合會計師事務所","49.1","50.9","373"
"1325","恆大","2020","恆大","UK","恒大股份有限公司","UNIVERSAL INCORPORATION","台北市林森北路372號10樓","(02)25119161","(02)25374473","","","","","853","19621014","20000911","19990329","","19921106","21","黃美慧","黃美慧","周壽祿","總經理室協理","1","http://www.uk.com.tw","uk4409@ms34.hinet.net","中國信託商業銀行代理部","(02)66365566","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","口罩68.24%、紡結與複合不織布25.25%、熔噴不織布6.3%、其他0.21%(各類不織布之產銷)","TW0001325009","11455800","852811.98","852811.98","","85281.198","","10","NTD","","勤業眾信聯合會計師事務所","71.81","28.19","286"
"1326","台化","2020","台化","FCFC","台灣化學纖維股份有限公司","FORMOSA CHEMICALS & FIBRE CORPORATION","彰化市中山路3段359號","(02)27122211","(02)27133229","","","","","58612","19650305","19841220","","","","36","王文淵","呂文進","洪福源","副董事長","1","http://www.fcfc.com.tw","fcfc@fcfc.com.tw","台灣化學纖維股份有限公司股務室","(02)27189898","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","純對苯二甲酸、聚苯乙烯、苯乙烯、鄰二甲苯、對二甲苯、苯、、合成酚、丙酮、聚丙烯、二甲基甲醯胺、ABS、嫘縈棉、、合成纖維紗、布、耐隆絲、耐隆絲布及其染整加工等製銷","TW0001326007","58650902","58611862.91","58611862.91","","5861186.291","","10","NTD","","資誠聯合會計師事務所","64.38","35.62","4848"
"1336","台翰","2020","台翰","TAIHAN","台翰精密科技股份有限公司","TAIHAN PRECISION TECHNOLOGY CO. LTD.","新北市新莊區五權一路9號5樓之1","02-22902258","02-22994848","","","","","771","19870828","","20071102","20051213","20050819","13","楊劍平","楊劍平","陳進成","董事長特別助理","2","http://www.thpt.com.tw","robin_chen@thpt.com.tw","永豐金證券(股)公司股務代理部","02-23816288","28","電子–電子零組件","Electronic Parts/Components","TWC33","OTC電子零組件","C23210","電子中游-NB與手機零組件","精密模具治具之設計製造及買賣業務、電器製品運動器材文具用品等所需之塑膠零組件之製造及買賣業務、前述各項業務之進出口業務","TW0001336006","22589593","770984.19","770984.19","","77098.419","","10","NTD","","勤業眾信聯合會計師事務所","0","100","39"
"1337","再生-KY","2020","再生-KY","Asia Plastic","亞洲塑膠再生資源控股有限公司","Asia Plastic Recycling Holding Limited","高雄市鼓山區明誠三路685號12樓","(07)5215560","(07)5215560","KY開曼群島","薛又瑋","(07)5215560","高雄市鹽埕區五福四路111號8樓","2690","20100108","20110817","","20110701","20110617","9","丁金造","丁志猛","薛又瑋","董事長特助","1","http://asia-recycle.com","markuhsueh@sansd.cn","元大證券股份有限公司股務代理部","(02)2586-5859","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","以廢塑膠再生運用以產製EVA之共混發泡製品之製造及銷售","KYG0539R1039","26068617","2689547.29","2689547.29","","268954.729","","10","NTD","","勤業眾信聯合會計師事務所","100","0","745"
"1338","廣華-KY","2020","廣華-KY","Hiroca","廣華控股有限公司","Hiroca Holdings Ltd.","廣東省東莞市厚街鎮橋頭第三工業區","0769-89278888","0769-85903818","KY開曼群島","余澤民","0975727658","新北市板橋區重慶路69巷18號10樓","838","20091208","20121219","","20101013","20101004","7","余澤民","黃建中","黃盛昌","財務長","1","http://www.hirosawa.com.cn","hiroca@hirosawa.com.cn","兆豐證券股份有限公司股務代理部","02-33930898","12","汽車工業","Automobile","TWB22","汽車類","C22020","傳產-汽車零組件","汽車內飾件之曲面印刷、表面塗裝及射出成型等製造及銷售、汽車內飾件之模具製造及銷售、其他","KYG451001070","26594386","838400","838400","","83840","","10","NTD","","安侯建業聯合會計師事務所","76.49","23.51","3001"
"1339","昭輝","2020","昭輝","Y.C.C.","昭輝實業股份有限公司","Y.C.C. PARTS MFG. CO. LTD.","彰化縣鹿港鎮興業路8號","(04)7810781","(04)7813209","","","","","741","19860307","20120424","","20110412","20110308","8","禾翰投資股份有限公司","林宜宏","劉淑梅","副總經理","1","http://www.yccco.com.tw","ycc888@yccco.com.tw","統一綜合證券股份有限公司","02-27463797","12","汽車工業","Automobile","TWB22","汽車類","C22020","傳產-汽車零組件","汽車零組件之製造及銷售","TW0001339000","22078327","741388.75","741388.75","","74138.875","","10","NTD","","資誠聯合會計師事務所","72.95","27.05","632"
"1340","勝悅-KY","2020","勝悅-KY","VICTORY","勝悅新材料有限公司","VICTORY NEW MATERIALS LIMITED COMPANY","中國福建省晉江市青陽蓮嶼工業區","8659582889862","8659585689208","KY開曼群島","郭燈佳","0920155669","105台北市松山區南京東路5段213號9樓之1","1529","20120614","20140114","","20131206","20131111","6","莊國清","莊國清","陳圖炎","財務長","1","http://www.vnm.com.tw","peter.chen@sportspowersole.com","永豐金證券公司股務代理部","(02)2381-6288","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","從事高分子複合材料之研發與應用，目前主要應用於各式鞋底材料","KYG935971054","37722768","1529228.55","1529228.55","","152922.855","","10","NTD","","勤業眾信聯合會計師事務所","100","0","790"
"1341","富林-KY","2020","富林-KY","FULIN-KY","富林塑膠工業(開曼)控股(股)公司","Fulin Plastic Industry (Cayman) Holding Co.","越南海防市陽京郡海城坊范文同路第9里程","(07)535-2366","(07)535-2368","KY開曼群島","許乃仁","07-535-2366","高雄市苓雅區新光路38號19樓之1","494","20161130","20181224","","","20181102","1","王源林","黃政烘","黃政烘","總經理","1","http://www.fulinvn.com","joyylin@fulintw.com.tw","中國信託商業銀行代理部","(02)6636-5566","3","塑膠工業","Plastic","TWB13","塑膠類","C13010","傳產-塑膠","乳膠皮、膠布、及柔軟皮等PVC皮革與環保PU皮革之生產銷售","KYG3730M1050","82716171","494000","494000","","49400","","10","NTD","","勤業眾信聯合會計師事務所","50.85","49.15","942"
"1342","八貫","2020","八貫","CCI Yilan","八貫企業股份有限公司","Cathay Consolidated Inc.","宜蘭縣冬山鄉德興四路6號","03-9109568","03-9903297","","","","","678","19820617","20201124","","20191007","20190729","0","劉宗熹","劉宗熹","李宏毅","副總經理","1","http://www.cathayconsolidated.com","investor@cathayconsolidated.com","富邦綜合證券(股)公司股務代理部","(02)2361-1300","20","其他","Others","TWB99","其他類","C13010","傳產-塑膠","高端醫療、救生、航太及戶外用機能性布料及成品","TW0001342004","12386676","678453.63","678453.63","","67845.363","","10","NTD","","安永聯合會計師事務所","9.83","90.17",""
"1402","遠東新","2020","遠東新","FENC","遠東新世紀股份有限公司","Far Eastern New Century Corporation","台北市大安區敦化南路二段207號36樓","02-27338000","02-27367184","","","","","53529","19540113","19670414","","","","53","徐旭東","吳高山、曾裕賢、胡正隆、鄭澄宇","鄭澄宇","行政總部總經理","1","http://www.fenc.com","csostaff@metro.feg.com.tw","亞東證券股份有限公司","02-7753-1699","4","紡織纖維","Textile","TWB14","紡織纖維","C14010","傳產-紡織纖維","電信42.61%、化纖32.62%、紡織13.63%、石化9.47%、不動產開發5.1%(石化纖維原料、半成品及製成品、纖維紗(布)、混紡紗(布)、假撚絲、棉布、被單、紡織成衣、針織成衣、)","TW0001402006","03522600","53528752.27","53528752.27","","5352875.227","","10","NTD","","勤業眾信聯合會計師事務所","50.63","49.37","32450"
"1409","新纖","2020","新纖","SSFC","新光合成纖維股份有限公司","SHINKONG SYNTHETIC FIBERS CORPORATION","台北市中山區南京東路二段123號8、12樓","2507-1251","25072264","","","","","16184","19670425","19730831","","","","47","吳東昇","羅時銓","文承嘉","協理","1","http://www.shinkong.com.tw","wen@shinkong.com.tw","新光證券(股)公司股務代理部","02-23118787","4","紡織纖維","Textile","TWB14","紡織纖維","C14010","傳產-紡織纖維","聚酯事業部59.96%、光電事業部24.81%、金融證券部12.31%(各種合成纖維及各種合成纖維假撚絲之製造及銷售、各種工程用塑膠及其加工品之製造及銷售、各種合成薄膜、膠片及有關合成薄膜原料及加工品之製造及銷售、)","TW0001409001","07435515","16184092.91","16184092.91","","1618409.291","","10","NTD","","勤業眾信聯合會計師事務所","45.87","54.13","4039"
